FLOW_START_MILLISECONDS,FLOW_END_MILLISECONDS,IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,SRC_TO_DST_IAT_MIN,SRC_TO_DST_IAT_MAX,SRC_TO_DST_IAT_AVG,SRC_TO_DST_IAT_STDDEV,DST_TO_SRC_IAT_MIN,DST_TO_SRC_IAT_MAX,DST_TO_SRC_IAT_AVG,DST_TO_SRC_IAT_STDDEV,Label,Attack,label
1556427767630,1556427767630,192.168.1.37,33745,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427767630,1556427767630,192.168.1.37,35209,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427767630,1556427767630,192.168.1.37,34183,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427767630,1556427767630,192.168.1.37,36833,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427767630,1556427767630,192.168.1.37,45787,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427767630,1556427767630,192.168.1.37,39187,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427767630,1556427767630,192.168.1.37,46655,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427767630,1556427767631,192.168.1.37,43717,192.168.1.193,445,6,10,184,1,40,1,28,24,4,1,0,0,0,0,184,40,40,184,0,1,0,0,0,0,1472000,320000,1,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427767630,1556427767631,192.168.1.37,38913,192.168.1.193,445,6,10,184,1,40,1,28,24,4,1,0,0,0,0,184,40,40,184,0,1,0,0,0,0,1472000,320000,1,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427767630,1556427767630,192.168.1.37,33673,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427767630,1556427767630,192.168.1.37,33823,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427767630,1556427767630,192.168.1.37,35475,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427767630,1556427767630,192.168.1.37,36729,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427767630,1556427767630,192.168.1.37,41681,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427767630,1556427767630,192.168.1.37,44311,192.168.1.193,445,6,10,184,1,0,0,24,24,0,1,0,0,0,0,184,184,0,184,0,1,0,0,0,0,1472000,0,0,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427767631,1556427767631,192.168.1.37,45183,192.168.1.193,445,6,10,184,1,40,1,28,24,4,1,0,0,0,0,184,40,40,184,0,1,0,0,0,0,1472000,320000,1,1,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427770716,1556427771962,192.168.1.33,39787,192.168.1.193,445,6,10,318,4,164,3,30,26,22,1245,207,1245,64,64,103,40,40,103,0,0,103,1,0,0,2041,1052,7,0,0,0,0,29200,8192,26368,103,0,0,0,0,5,201,68,93,207,1038,622,415,1,ransomware,Ransomware
1556427775822,1556427775822,192.168.1.37,34629,192.168.1.193,445,6,10,1309,1,40,1,28,24,4,1,0,0,0,0,1309,40,40,1309,0,13,0,0,0,0,10472000,320000,1,0,0,0,1,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427775823,1556427775823,192.168.1.37,36729,192.168.1.193,445,6,10,52,1,40,1,21,17,4,1,0,0,0,0,52,40,40,52,0,0,0,0,0,0,416000,320000,2,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427775823,1556427775823,192.168.1.37,46655,192.168.1.193,445,6,10,52,1,40,1,21,17,4,1,0,0,0,0,52,40,40,52,0,0,0,0,0,0,416000,320000,2,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427775823,1556427775823,192.168.1.37,36833,192.168.1.193,445,6,10,52,1,40,1,21,17,4,1,0,0,0,0,52,40,40,52,0,0,0,0,0,0,416000,320000,2,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427775823,1556427775823,192.168.1.37,33823,192.168.1.193,445,6,10,52,1,40,1,21,17,4,1,0,0,0,0,52,40,40,52,0,0,0,0,0,0,416000,320000,2,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427775823,1556427775823,192.168.1.37,35209,192.168.1.193,445,6,10,52,1,40,1,21,17,4,1,0,0,0,0,52,40,40,52,0,0,0,0,0,0,416000,320000,2,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427775823,1556427775823,192.168.1.37,39187,192.168.1.193,445,6,10,52,1,40,1,21,17,4,1,0,0,0,0,52,40,40,52,0,0,0,0,0,0,416000,320000,2,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427775823,1556427775823,192.168.1.37,41681,192.168.1.193,445,6,10,52,1,40,1,21,17,4,1,0,0,0,0,52,40,40,52,0,0,0,0,0,0,416000,320000,2,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427775823,1556427775823,192.168.1.37,34183,192.168.1.193,445,6,10,52,1,40,1,21,17,4,1,0,0,0,0,52,40,40,52,0,0,0,0,0,0,416000,320000,2,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427775823,1556427775823,192.168.1.37,35475,192.168.1.193,445,6,10,52,1,40,1,21,17,4,1,0,0,0,0,52,40,40,52,0,0,0,0,0,0,416000,320000,2,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427775823,1556427775823,192.168.1.37,44311,192.168.1.193,445,6,10,52,1,40,1,21,17,4,1,0,0,0,0,52,40,40,52,0,0,0,0,0,0,416000,320000,2,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427775823,1556427775823,192.168.1.37,37893,192.168.1.193,445,6,10,52,1,40,1,21,17,4,1,0,0,0,0,52,40,40,52,0,0,0,0,0,0,416000,320000,2,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427775823,1556427775823,192.168.1.37,33673,192.168.1.193,445,6,10,52,1,40,1,21,17,4,1,0,0,0,0,52,40,40,52,0,0,0,0,0,0,416000,320000,2,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427775823,1556427775823,192.168.1.37,33745,192.168.1.193,445,6,10,52,1,40,1,21,17,4,1,0,0,0,0,52,40,40,52,0,0,0,0,0,0,416000,320000,2,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427775823,1556427775823,192.168.1.37,45787,192.168.1.193,445,6,10,52,1,40,1,21,17,4,1,0,0,0,0,52,40,40,52,0,0,0,0,0,0,416000,320000,2,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427775823,1556427775823,192.168.1.37,44295,192.168.1.193,445,6,10,52,1,40,1,21,17,4,1,0,0,0,0,52,40,40,52,0,0,0,0,0,0,416000,320000,2,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427783737,1556427784182,192.168.1.37,42491,192.168.1.193,445,6,10,66972,53,1544,23,26,26,26,444,444,443,64,64,1500,52,52,1500,3,150,619,1,0,0,1203991,27757,27,3,0,3,43,29200,8192,27392,107,0,0,0,0,0,205,8,31,0,205,19,48,1,ransomware,Ransomware
1556427783836,1556427783841,192.168.1.37,37563,192.168.1.193,135,6,370,392,6,276,4,27,27,27,4,4,4,64,64,124,52,52,124,69,98,0,0,0,0,627200,441600,10,0,0,0,0,29200,8192,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,ransomware,Ransomware
1556427793988,1556427794041,192.168.1.37,42491,192.168.1.193,445,6,10,4518,6,393,5,29,25,28,53,39,53,64,64,1500,40,40,1500,7,85,0,0,0,0,669333,58222,7,1,0,0,3,237,260,0,0,0,0,0,0,0,36,7,14,0,36,12,14,1,ransomware,Ransomware
1556427793991,1556427794013,192.168.1.37,37053,192.168.1.193,445,6,10,456,6,542,5,31,27,30,22,22,22,64,64,207,40,40,207,24,20,0,0,0,0,158608,188521,8,3,0,0,0,29200,8192,0,0,0,0,0,0,0,18,4,6,0,17,5,6,1,ransomware,Ransomware
1556427793997,1556427794041,192.168.1.37,32821,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,44,30,44,64,64,1500,40,40,1500,4,104,0,0,0,0,813688,36266,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,28,4,10,1,28,14,11,1,ransomware,Ransomware
1556427793998,1556427794041,192.168.1.37,39763,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,42,28,42,64,64,1500,40,40,1500,4,108,0,0,0,0,851534,37953,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,26,4,9,1,27,13,10,1,ransomware,Ransomware
1556427793998,1556427794041,192.168.1.37,44729,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,43,29,43,64,64,1500,40,40,1500,4,106,0,0,0,0,832181,37090,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,27,4,9,1,27,13,10,1,ransomware,Ransomware
1556427793999,1556427794041,192.168.1.37,44803,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,42,28,42,64,64,1500,40,40,1500,4,108,0,0,0,0,851534,37953,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,26,4,9,1,26,13,10,1,ransomware,Ransomware
1556427794000,1556427794041,192.168.1.37,44287,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,41,27,41,64,64,1500,40,40,1500,4,111,0,0,0,0,871809,38857,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,25,4,9,1,25,13,9,1,ransomware,Ransomware
1556427794001,1556427794041,192.168.1.37,41979,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,40,26,40,64,64,1500,40,40,1500,5,114,0,0,0,0,893073,39804,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,24,4,8,1,25,13,9,1,ransomware,Ransomware
1556427794002,1556427794042,192.168.1.37,43765,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,39,25,39,64,64,1500,40,40,1500,5,117,0,0,0,0,915400,40800,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,23,4,8,1,24,12,9,1,ransomware,Ransomware
1556427794003,1556427794042,192.168.1.37,40531,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,39,24,38,64,64,1500,40,40,1500,5,117,0,0,0,0,915400,40800,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,22,3,8,1,23,12,8,1,ransomware,Ransomware
1556427794004,1556427794042,192.168.1.37,39953,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,38,24,37,64,64,1500,40,40,1500,5,120,0,0,0,0,938871,41846,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,21,3,7,1,22,12,8,1,ransomware,Ransomware
1556427794005,1556427794042,192.168.1.37,41515,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,37,23,37,64,64,1500,40,40,1500,5,123,0,0,0,0,963578,42947,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,20,3,7,1,21,12,8,1,ransomware,Ransomware
1556427794006,1556427794042,192.168.1.37,44431,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,35,21,35,64,64,1500,40,40,1500,5,130,0,0,0,0,1017111,45333,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,19,3,7,1,20,11,7,1,ransomware,Ransomware
1556427794007,1556427794042,192.168.1.37,41113,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,35,21,35,64,64,1500,40,40,1500,5,130,0,0,0,0,1017111,45333,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,18,3,6,1,19,11,7,1,ransomware,Ransomware
1556427794008,1556427794021,192.168.1.37,45327,192.168.1.193,445,6,10,456,6,487,5,31,27,30,13,12,13,64,64,183,40,40,183,37,35,0,0,0,0,260571,278285,8,3,0,0,0,29200,8192,0,0,0,0,0,0,0,8,2,2,0,8,3,3,1,ransomware,Ransomware
1556427794014,1556427794028,192.168.1.37,41223,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,13,13,13,64,64,1500,40,40,1500,15,352,0,0,0,0,2615428,116571,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,11,2,4,0,12,4,5,1,ransomware,Ransomware
1556427794015,1556427794042,192.168.1.37,33511,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,26,12,26,64,64,1500,40,40,1500,7,176,0,0,0,0,1356148,60444,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,10,1,3,1,13,8,5,1,ransomware,Ransomware
1556427794016,1556427794042,192.168.1.37,40771,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,25,11,25,64,64,1500,40,40,1500,8,183,0,0,0,0,1408307,62769,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,9,1,3,1,13,8,5,1,ransomware,Ransomware
1556427794017,1556427794042,192.168.1.37,42023,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,24,10,24,64,64,1500,40,40,1500,8,190,0,0,0,0,1464640,65280,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,8,1,2,1,13,7,4,1,ransomware,Ransomware
1556427794019,1556427794042,192.168.1.37,36195,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,23,9,23,64,64,1500,40,40,1500,8,199,0,0,0,0,1525666,68000,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,7,1,2,1,14,7,5,1,ransomware,Ransomware
1556427794020,1556427794042,192.168.1.37,45053,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,22,8,22,64,64,1500,40,40,1500,9,208,0,0,0,0,1592000,70956,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,5,1,1,1,14,7,5,1,ransomware,Ransomware
1556427794043,1556427795915,192.168.1.193,49158,192.168.1.37,8001,6,0,10943,76,367929,266,26,26,26,1871,1871,1869,128,128,1500,40,40,1500,196,5,0,0,563,1,46764,1572346,73,11,4,10,244,65335,29200,0,0,0,0,0,0,0,448,24,69,0,406,6,35,1,ransomware,Ransomware
1556427814822,1556427814890,192.168.1.33,35587,192.168.1.193,445,6,10,66353,52,1376,20,26,26,26,68,67,67,64,64,1500,52,52,1500,20,975,0,0,0,0,7693101,159536,25,3,0,0,44,29200,8192,0,0,0,0,0,0,0,41,1,5,0,46,3,10,1,ransomware,Ransomware
1556427814838,1556427814839,192.168.1.33,34469,192.168.1.193,135,6,370,392,6,276,4,27,27,27,1,1,0,64,64,124,52,52,124,276,392,0,0,0,0,1568000,1104000,10,0,0,0,0,29200,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427824901,1556427824994,192.168.1.33,35587,192.168.1.193,445,6,10,4570,7,393,5,29,25,28,93,92,92,64,64,1500,40,40,1500,4,49,0,0,0,0,388936,33446,8,1,0,0,3,237,260,0,0,0,0,0,0,0,68,15,24,0,70,22,28,1,ransomware,Ransomware
1556427824910,1556427824948,192.168.1.33,33445,192.168.1.193,445,6,10,456,6,542,5,31,27,30,38,36,38,64,64,207,40,40,207,14,12,0,0,0,0,93538,111179,8,3,0,0,0,29200,8192,0,0,0,0,0,0,0,27,6,10,0,28,9,10,1,ransomware,Ransomware
1556427824921,1556427824994,192.168.1.33,45523,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,72,72,72,64,64,1500,40,40,1500,2,63,0,0,0,0,501589,22356,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,59,11,21,0,60,24,25,1,ransomware,Ransomware
1556427824923,1556427824994,192.168.1.33,40067,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,71,70,70,64,64,1500,40,40,1500,2,64,0,0,0,0,508555,22666,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,58,11,21,0,59,23,25,1,ransomware,Ransomware
1556427824924,1556427824994,192.168.1.33,41733,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,70,69,70,64,64,1500,40,40,1500,2,65,0,0,0,0,515718,22985,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,57,11,20,0,58,23,25,1,ransomware,Ransomware
1556427824925,1556427824994,192.168.1.33,45035,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,68,68,68,64,64,1500,40,40,1500,3,67,0,0,0,0,530666,23652,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,56,11,20,0,57,22,24,1,ransomware,Ransomware
1556427824927,1556427824994,192.168.1.33,45067,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,67,67,67,64,64,1500,40,40,1500,3,68,0,0,0,0,538470,24000,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,55,10,20,0,56,22,24,1,ransomware,Ransomware
1556427824928,1556427824995,192.168.1.33,45641,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,67,67,67,64,64,1500,40,40,1500,3,68,0,0,0,0,538470,24000,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,55,10,20,0,56,22,24,1,ransomware,Ransomware
1556427824929,1556427824997,192.168.1.33,44851,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,67,66,67,64,64,1500,40,40,1500,3,68,0,0,0,0,538470,24000,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,55,10,20,0,55,22,23,1,ransomware,Ransomware
1556427824930,1556427824997,192.168.1.33,41601,192.168.1.193,445,6,10,4629,8,256,5,31,27,22,66,66,66,64,64,1500,40,40,1500,3,70,0,0,0,0,552716,30567,9,1,0,0,3,29200,8192,0,0,0,0,0,0,0,53,9,18,0,55,16,22,1,ransomware,Ransomware
1556427824932,1556427824997,192.168.1.33,45519,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,64,64,64,64,64,1500,40,40,1500,3,71,0,0,0,0,563323,25107,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,52,10,18,0,53,21,22,1,ransomware,Ransomware
1556427824934,1556427824998,192.168.1.33,39701,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,63,63,63,64,64,1500,40,40,1500,3,72,0,0,0,0,572125,25500,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,51,10,18,0,51,20,21,1,ransomware,Ransomware
1556427824936,1556427824998,192.168.1.33,33067,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,62,62,62,64,64,1500,40,40,1500,3,73,0,0,0,0,581206,25904,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,49,10,17,0,50,20,21,1,ransomware,Ransomware
1556427824937,1556427824999,192.168.1.33,42173,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,61,61,61,64,64,1500,40,40,1500,3,75,0,0,0,0,590580,26322,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,48,9,17,0,49,20,20,1,ransomware,Ransomware
1556427824938,1556427824966,192.168.1.33,37677,192.168.1.193,445,6,10,456,6,487,5,31,27,30,27,27,27,64,64,183,40,40,183,18,16,0,0,0,0,130285,139142,8,3,0,0,0,29200,8192,0,0,0,0,0,0,0,20,5,7,0,20,6,7,1,ransomware,Ransomware
1556427824949,1556427825000,192.168.1.33,44913,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,50,50,49,64,64,1500,40,40,1500,4,91,0,0,0,0,717960,32000,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,33,8,11,0,36,16,14,1,ransomware,Ransomware
1556427824955,1556427825000,192.168.1.33,43659,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,45,45,45,64,64,1500,40,40,1500,4,101,0,0,0,0,796000,35478,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,30,7,11,0,32,14,13,1,ransomware,Ransomware
1556427824958,1556427825000,192.168.1.33,45163,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,42,41,42,64,64,1500,40,40,1500,4,108,0,0,0,0,851534,37953,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,28,6,10,0,29,13,11,1,ransomware,Ransomware
1556427824960,1556427825002,192.168.1.33,42827,192.168.1.193,445,6,10,4629,8,256,5,31,27,22,41,41,41,64,64,1500,40,40,1500,6,112,0,0,0,0,881714,48761,9,1,0,0,3,29200,8192,0,0,0,0,0,0,0,28,5,9,0,28,10,11,1,ransomware,Ransomware
1556427824962,1556427825002,192.168.1.33,34165,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,40,40,40,64,64,1500,40,40,1500,5,114,0,0,0,0,893073,39804,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,25,6,9,0,26,13,10,1,ransomware,Ransomware
1556427824965,1556427825002,192.168.1.33,40399,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,37,37,37,64,64,1500,40,40,1500,5,123,0,0,0,0,963578,42947,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,24,6,9,0,25,12,10,1,ransomware,Ransomware
1556427828751,1556427828751,192.168.1.193,49158,192.168.1.37,8001,6,0,40,1,0,0,20,20,0,1,0,0,0,0,40,40,0,40,0,0,0,0,0,0,320000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ransomware,Ransomware
1556427831095,1556427831226,192.168.1.33,35699,192.168.1.193,445,6,10,66353,52,1376,20,26,26,26,130,130,130,64,64,1500,52,52,1500,10,510,0,0,0,0,4052091,84030,24,3,0,2,43,29200,8192,0,0,0,0,0,0,0,47,2,8,0,82,6,18,1,ransomware,Ransomware
1556427831132,1556427831137,192.168.1.33,44209,192.168.1.193,135,6,370,392,6,276,4,27,27,27,4,4,2,64,64,124,52,52,124,69,98,0,0,0,0,627200,441600,10,0,0,0,0,29200,8192,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,ransomware,Ransomware
1556427841252,1556427841455,192.168.1.33,35699,192.168.1.193,445,6,10,4570,7,393,5,29,25,28,203,203,203,64,64,1500,40,40,1500,1,22,0,0,0,0,179215,15411,8,1,0,0,3,237,260,0,0,0,0,0,0,0,178,33,65,0,178,50,74,1,ransomware,Ransomware
1556427841252,1556427841405,192.168.1.33,34457,192.168.1.193,445,6,10,508,7,542,5,31,27,30,153,153,153,64,64,207,40,40,207,3,3,0,0,0,0,26389,28155,9,3,0,0,0,29200,8192,0,0,0,0,0,0,0,94,25,34,0,137,38,57,1,ransomware,Ransomware
1556427841270,1556427841455,192.168.1.33,44017,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,185,185,185,64,64,1500,40,40,1500,1,24,0,0,0,0,196860,8774,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,163,30,59,0,164,61,72,1,ransomware,Ransomware
1556427841273,1556427841455,192.168.1.33,40571,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,182,182,182,64,64,1500,40,40,1500,1,25,0,0,0,0,200087,8918,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,138,30,48,0,161,60,71,1,ransomware,Ransomware
1556427841296,1556427841456,192.168.1.33,39455,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,159,159,159,64,64,1500,40,40,1500,1,28,0,0,0,0,228850,10200,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,124,26,44,0,138,52,60,1,ransomware,Ransomware
1556427841311,1556427841456,192.168.1.33,45887,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,144,144,144,64,64,1500,40,40,1500,1,31,0,0,0,0,252524,11255,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,121,23,44,0,123,47,53,1,ransomware,Ransomware
1556427841314,1556427841456,192.168.1.33,36553,192.168.1.193,445,6,10,4577,7,204,4,31,27,22,141,141,141,64,64,1500,40,40,1500,1,32,0,0,0,0,257859,11492,7,1,0,0,3,29200,8192,0,0,0,0,0,0,0,113,23,40,0,121,46,53,1,ransomware,Ransomware
